label,X1528CSW2.1.1,X1528CSW2.1.2,X1528CSW2.1.3,X1528CSW2.1.4,X1528CSW2.2.1,X1528CSW2.2.2,X1528CSW2.2.3,X1528CSW2.2.4,X1528CSW2.3.3,X2710SW2.1.1
9d5dac32e63d48caf7aef529718140d3,0,0,0,0,0,0,0,0,0,0
33fb93568a4a858051b8d4266157f5c3,0,0,0,0,0,0,0,0,0,0
a5834358eba2be98e31ce44c63f2b394,0,0,0,0,0,0,0,0,0,0
3eff6e1ec696ce7da4fad7074ae2093f,0,0,0,0,0,0,0,0,0,0
0f92130d8064fd22229ef39dce2f02fb,0,0.131926121,0,0,0,0,0,0,0,0.232648313
2eec9264f8705da74e1d8ee32a572e29,0,0,0,0,0,0,0,0,0,0
f0cf30adbc19e767fa6e16a9e614c5b0,0,0,0,0,0,0,0,0,0,0
c098624f2704a148f6d9ac7ea2147ec6,0,0,0,0,0,0,0,0,0,0
d4dadad9360f1ccaea142e6c5a5109a2,0,0,0,0,0,0,0,0,0,0
e97f31bf5a98ca26f185f4ce6a1101eb,0,0,0,0,0,0,0,0,0,0
483902465d780c9f9f1928d8e1d23785,0,0,0,0,0,0,0,0,0,0
59212c3a0218a9ad9f118663ad60d8cf,0,0,0,0,0,0,0,0,0,0
fc02afdacce486b46dd3b1498a09ab24,0,0,0,0,0,0,0,0,0,0
67d00d5157a27f356db6fa1d30a1faa9,0,0,0,0,0,0,0,0,0,0
21498be18f78caacc57e6d9c07b6574b,0,0,0,0,0,0,0,0,0,0
7dfab77bfcbd5da3d1391801662c0f65,0,0,0,0,0,0,0,0,0,0
fedfb434cdfd5a8fc974d99a898fbc88,0,0,0,0,0,0,0,0,0,0
ba1cd653a8b260d33c0f6d1c9b29a4e1,0,0,0,0,0,0,0,0,0,0
26bbf001bc2e3d8bc4bf13abcb9bd5e5,0,0,0,0,0,0,0,0,0,0
0320b35e1c891a14e508d5d61680d6ac,0,0,0,0,0,0,0,0,0,0
60675dcff645a17c30b512a1fda41d8a,0,0,0,0,0,0,0,0,0,0
525df7117e305d14f2a9167ff0e54b14,0,0,0,0,0,0,0,0,0,0
6f28855b04e89d1d5342ad649a7db93e,0,0,0,0,0,0,0,0,0,0.271423032
1f749a9a06e26b25b2d7a8fdadcf858b,0,0,0,0,0,0,0,0,0,0
bf810ef003d520b0f62ca3dff973acc2,0,0,0,0,0,0,0,0,0,0
